source_realword,pseudoword,syllable_length,modified_syllable_position,original_syllable,modified_syllable,modification_type,corpus_match_status,quality_flag,possible_meaning_warning,review_status,notes
cốc,cỏc,1,1,cốc,cỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nghiên cứu khoa học,nghiêc cứu khoa học,4,1,nghiên,nghiêc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nghiên cứu khoa học,nghiêt cứu khoa học,4,1,nghiên,nghiêt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tai nạn lao động,tai nán lao động,4,2,nạn,nán,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tai nạn lao động,tai nạn lao độm,4,4,động,độm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tai nạn lao động,tai nạn lao độp,4,4,động,độp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
văn hóa ẩm thực,vản hóa ẩm thực,4,1,văn,vản,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
văn hóa ẩm thực,văn hóa ạm thực,4,3,ẩm,ạm,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
văn hóa ẩm thực,văn hóa ẩm thủc,4,4,thực,thủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đánh mất lòng tin,đanh mất lòng tin,4,1,đánh,đanh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đánh mất lòng tin,đạnh mất lòng tin,4,1,đánh,đạnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đánh mất lòng tin,đánh mảt lòng tin,4,2,mất,mảt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
định kiến xã hội,địc kiến xã hội,4,1,định,địc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
định kiến xã hội,địm kiến xã hội,4,1,định,địm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
định kiến xã hội,địn kiến xã hội,4,1,định,địn,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng hoa tươi,cửa hàc hoa tươi,4,2,hàng,hàc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng hoa tươi,cửa hàp hoa tươi,4,2,hàng,hàp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cửa hàng hoa tươi,cửa hàt hoa tươi,4,2,hàng,hàt,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
diễn đàn quốc tế,diễn đàn quốc té,4,4,tế,té,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
diễn đàn quốc tế,diễn đàn quốc tẹ,4,4,tế,tẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
diễn đàn quốc tế,diễc đàn quốc tế,4,1,diễn,diễc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước uống thể thao,nước uống thé thao,4,3,thể,thé,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước uống thể thao,nước uống thẹ thao,4,3,thể,thẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước uống thể thao,nướm uống thể thao,4,1,nước,nướm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quan hệ xã hội,quan hẻ xã hội,4,2,hệ,hẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quan hệ xã hội,quan hế xã hội,4,2,hệ,hế,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quan hệ xã hội,quan hể xã hội,4,2,hệ,hể,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thủ công mỹ nghệ,thủ cỏng mỹ nghệ,4,2,công,cỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thủ công mỹ nghệ,thủ công mý nghệ,4,3,mỹ,mý,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thủ công mỹ nghệ,thủ công mỵ nghệ,4,3,mỹ,mỵ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
giám đốc công ty,giám đóc công ty,4,2,đốc,đóc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
giám đốc công ty,giám đỏc công ty,4,2,đốc,đỏc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
giám đốc công ty,giám đốc cỏng ty,4,3,công,cỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hoạt động xã hội,hoạc động xã hội,4,1,hoạt,hoạc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hoạt động xã hội,hoạm động xã hội,4,1,hoạt,hoạm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hoạt động xã hội,hoạng động xã hội,4,1,hoạt,hoạng,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy xay sinh tố,máy xay sính tố,4,3,sinh,sính,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy xay sinh tố,máy xay sỉnh tố,4,3,sinh,sỉnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy xay sinh tố,máy xay sịnh tố,4,3,sinh,sịnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thị trường nội địa,thị trườc nội địa,4,2,trường,trườc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thị trường nội địa,thị trườm nội địa,4,2,trường,trườm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thị trường nội địa,thị trườp nội địa,4,2,trường,trườp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
điều kiện kinh tế,điều kiện kịnh tế,4,3,kinh,kịnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
điều kiện kinh tế,điều kiện kinh té,4,4,tế,té,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
điều kiện kinh tế,điều kiện kinh tẹ,4,4,tế,tẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công nghệ thông tin,cỏng nghệ thông tin,4,1,công,cỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công nghệ thông tin,công nghẹ thông tin,4,2,nghệ,nghẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
công nghệ thông tin,công nghẻ thông tin,4,2,nghệ,nghẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy pha cà phê,máy phạ cà phê,4,2,pha,phạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy pha cà phê,máy pha cạ phê,4,3,cà,cạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
máy pha cà phê,máy pha cà phé,4,4,phê,phé,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước mắm nguyên chất,nước mám nguyên chất,4,2,mắm,mám,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước mắm nguyên chất,nước mạm nguyên chất,4,2,mắm,mạm,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nước mắm nguyên chất,nước mảm nguyên chất,4,2,mắm,mảm,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mối quan hệ,mối quan hẻ,3,3,hệ,hẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mối quan hệ,mối quan hế,3,3,hệ,hế,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mối quan hệ,mối quan hể,3,3,hệ,hể,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
muỗng cà phê,muỗng cạ phê,3,2,cà,cạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
muỗng cà phê,muỗng cà phé,3,3,phê,phé,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
muỗng cà phê,muỗng cà phẹ,3,3,phê,phẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cuộc hôn nhân,cuộc hôn nhâc,3,3,nhân,nhâc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cuộc hôn nhân,cuộc hôn nhâp,3,3,nhân,nhâp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cuộc hôn nhân,cuộc hôn nhât,3,3,nhân,nhât,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
câu trả lời,câu trạ lời,3,2,trả,trạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
câu trả lời,câu trâ lời,3,2,trả,trâ,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
câu trả lời,câu tró lời,3,2,trả,tró,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khoảng thời gian,khoảc thời gian,3,1,khoảng,khoảc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khoảng thời gian,khoảm thời gian,3,1,khoảng,khoảm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
khoảng thời gian,khoảp thời gian,3,1,khoảng,khoảp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
kiến trúc sư,kiến trủc sư,3,2,trúc,trủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
kiến trúc sư,kiến trúc sủ,3,3,sư,sủ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
kiến trúc sư,kiếc trúc sư,3,1,kiến,kiếc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lòng tự trọng,lòng tự tróng,3,3,trọng,tróng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lòng tự trọng,lòng tự trỏng,3,3,trọng,trỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lòng tự trọng,lòc tự trọng,3,1,lòng,lòc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hình chữ nhật,hính chữ nhật,3,1,hình,hính,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hình chữ nhật,hịnh chữ nhật,3,1,hình,hịnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hình chữ nhật,hình chụ nhật,3,2,chữ,chụ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đồ nội thất,đọ nội thất,3,1,đồ,đọ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đồ nội thất,đồ nội thạt,3,3,thất,thạt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
đồ nội thất,đồ nội thảt,3,3,thất,thảt,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nồi áp suất,nồi ạp suất,3,2,áp,ạp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nồi áp suất,nồi ảp suất,3,2,áp,ảp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
nồi áp suất,nồi áng suất,3,2,áp,áng,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
chuyện tình cảm,chuyệc tình cảm,3,1,chuyện,chuyệc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
chuyện tình cảm,chuyệm tình cảm,3,1,chuyện,chuyệm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
chuyện tình cảm,chuyệng tình cảm,3,1,chuyện,chuyệng,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mối tình đầu,mối tình khầu,3,3,đầu,khầu,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mối tình đầu,mối tình nhầu,3,3,đầu,nhầu,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mối tình đầu,mối tình nầu,3,3,đầu,nầu,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cách cư xử,cạch cư xử,3,1,cách,cạch,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cách cư xử,cảch cư xử,3,1,cách,cảch,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cách cư xử,cách cư xụ,3,3,xử,xụ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quán cà phê,quán cạ phê,3,2,cà,cạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quán cà phê,quán cà phé,3,3,phê,phé,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quán cà phê,quán cà phẹ,3,3,phê,phẹ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
sức hấp dẫn,sủc hấp dẫn,3,1,sức,sủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
sức hấp dẫn,sức háp dẫn,3,2,hấp,háp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
sức hấp dẫn,sức hảp dẫn,3,2,hấp,hảp,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cá thác lác,cạ thác lác,3,1,cá,cạ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cá thác lác,cá thảc lác,3,2,thác,thảc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cá thác lác,cá thác lảc,3,3,lác,lảc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
dây ruy băng,dây ruy bạng,3,3,băng,bạng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
dây ruy băng,dây ruy băc,3,3,băng,băc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
dây ruy băng,dây ruy băp,3,3,băng,băp,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lá đinh lăng,lá đic lăng,3,2,đinh,đic,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lá đinh lăng,lá đim lăng,3,2,đinh,đim,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
lá đinh lăng,lá đin lăng,3,2,đinh,đin,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
niềm hạnh phúc,niềm hạm phúc,3,2,hạnh,hạm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
niềm hạnh phúc,niềm hónh phúc,3,2,hạnh,hónh,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
niềm hạnh phúc,niềm hỏnh phúc,3,2,hạnh,hỏnh,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hạnh phúc gia đình,hạm phúc gia đình,4,1,hạnh,hạm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hạnh phúc gia đình,hónh phúc gia đình,4,1,hạnh,hónh,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
hạnh phúc gia đình,hỏnh phúc gia đình,4,1,hạnh,hỏnh,vowel_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cuộc sống gia đình,cuộc sọng gia đình,4,2,sống,sọng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cuộc sống gia đình,cuộc sỏng gia đình,4,2,sống,sỏng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
cuộc sống gia đình,cuộm sống gia đình,4,1,cuộc,cuộm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
điện thoại di động,điện thoại dỉ động,4,3,di,dỉ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
điện thoại di động,điệc thoại di động,4,1,điện,điệc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
điện thoại di động,điệm thoại di động,4,1,điện,điệm,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
trình độ học vấn,trính độ học vấn,4,1,trình,trính,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
trình độ học vấn,trỉnh độ học vấn,4,1,trình,trỉnh,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
trình độ học vấn,trình đọ học vấn,4,2,độ,đọ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quan hệ vợ chồng,quan hẻ vợ chồng,4,2,hệ,hẻ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quan hệ vợ chồng,quan hệ vọ chồng,4,3,vợ,vọ,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
quan hệ vợ chồng,quan hệ vợ chọng,4,4,chồng,chọng,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tình yêu đích thực,tình yêu đich thực,4,3,đích,đich,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tình yêu đích thực,tình yêu đỉch thực,4,3,đích,đỉch,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
tình yêu đích thực,tình yêu đích thủc,4,4,thực,thủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mái ấm gia đình,mái ạm gia đình,4,2,ấm,ạm,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mái ấm gia đình,mái ấc gia đình,4,2,ấm,ấc,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mái ấm gia đình,mái ấng gia đình,4,2,ấm,ấng,final_consonant_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thực phẩm chế biến,thủc phẩm chế biến,4,1,thực,thủc,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thực phẩm chế biến,thực phám chế biến,4,2,phẩm,phám,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
thực phẩm chế biến,thực phẩm ché biến,4,3,chế,ché,tone_change,no exact match in processed corpus/candidate/final-real-word files,high,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mẹ chồng nàng dâu,mẹ chồng nàng giâu,4,4,dâu,giâu,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mẹ chồng nàng dâu,mẹ chồng nàng gâu,4,4,dâu,gâu,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
mẹ chồng nàng dâu,mẹ chồng nàng hâu,4,4,dâu,hâu,onset_change,no exact match in processed corpus/candidate/final-real-word files,medium,none_detected_by_heuristic,needs_manual_review,real-word-template substitution; exactly one syllable modified
