pseudoword,syllable_length,source_method,pronounceability_note,corpus_match_status,review_status,notes
nựm chọch phợm,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gửc dửch quâm,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quăp vộc chủn,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ghỵch phỵp bẳt,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
cẩch trỷ trấp,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nốn dónh mốch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quơc thệt xẹm,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
căp nghỵ bọm,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngêch thẹng đấch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chẹt mẳm bự,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sệng phăm ngứch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
hủt rânh tắng,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chỏt quẩng dýn,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
rểc cẳp thụch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nảp lọm chịp,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
búch giỏn xẹc,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
lỏch giệc giụ,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ýn đựnh trím,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
kêng tớn cổn,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mẩng đim lẹt,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
trỷp tụm gạc,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sợnh quật vơt,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gống róp thứn,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
phổnh xửch ghệnh,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
tẹng ến chẳn,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
trớch thỷp dủi,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
môch ngủm óch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
vónh nhỵn gíu,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
vụi hỷn rónh,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bởt ngụi thửnh,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngẩ giợch ịch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngủnh phẳn nhẹnh,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giín xỏm quổm,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
phởch xựn tră,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sốnh bâm hơch,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nỷch tếng rểng,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đẹc bụt thỏc,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mỉch ngợn ngử,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nghỉn kệnh giặng,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nốm ỉnh nhắng,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
kểch chọp găc,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ớnh hỉm phỉm,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
vớng phén nhónh,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bớp giỏc lỵt,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chỉc tợt giêt,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
xơch trợnh gộc,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
dửm giấp dâc,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mếp chơ nhẹnh,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
rạnh phộc nât,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quốt xỉm xủt,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đửch hín tọn,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
xịm rục lợng,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
dôch nhệt nghých,3,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
lấch quơn lủnh ăt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chạt giẳng giựi rịch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gô xạnh trẻc bâch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
vêc trúi trự chỏi,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đót nghếm gưp ngọi,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngẩc giânh xỉnh hạo,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chẩp nghéch giợch nệp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bự ngửnh dẳm bợc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
trúnh nhọng thớn giâng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ựm ỷp ngứ phẩnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
phâng xứm kên vôn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bớn chủt giýt vủn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nhựm đonh nhêm phịc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bơp trịc xụm hịm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
thứm mâch trẩt giửng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quứ nhảc mâng múng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mêp dưch thăc vẳ,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngânh ngỷ dơm ghỵp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mẩch xốnh xậch gưc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nhóch xửi giọm thấnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
trýn nhủng thúch rêm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giô nộn ngựng trựm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mêng văt trựt ngịp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sấm lín quôt lấng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bẩnh hín hâc lẳ,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
hâc vắp giêp mýn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
lỷn mếnh quỵc giứp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
kẻnh dúch quỷc gứ,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giẩnh mệ nẳc quể,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mệch chúp gẩn ngởch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
sỏm díc hị tẳp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đôc cởnh phât ụi,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gửng mủp ứi sưn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
tạnh nưnh lủnh nảm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đẹng hỉc dẹn đỏch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ụt phẹ trởc họt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ríp chủch trỵch xâch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ủn sơm mổm chưnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
vúnh mỵt đét chửc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
dửch giỉp quấp xặm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nhến quấm xẻnh ghỷnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nghỵn đôc dăng quỷp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giôn dửn hảc phắp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
chúch vôp phựp trưc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
trúm sóm mín ặt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
thặng dổc cậng hén,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
thâ nhểch trứt xơch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngẻp théch bíc nghẹng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
quếp đuch gúc dớng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ghẹnh mấch câng kệp,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ýc nghểp sônh chởm,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
xệc phặ phêng trúi,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
trấp léng nghéo ngựt,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
mặm măc ởch lích,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đim mứng dỷp chự,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ghỷch sảc cởp xẹch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
thậng dụch cộm quập,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
đổt họn ngểm gớnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
giẳ nhỉch nghíc phôch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gớp nhểm giêm bỏn,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
bôc lẻch bét nghín,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
nhửch xơm ngộnh sệch,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
dấch rơp phểc xợnh,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
gớp nợch quựt giệng,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
ngựnh nghýn nghểc ghỷc,4,curated_vietnamese_safe_rime_recombination_v1,Vietnamese-marked simple orthographic syllable pattern passed; requires manual/native-speaker review,"no exact match in processed frequency, real-word, or candidate files",needs_manual_review,candidate pool only; not final stimulus item
